,Unnamed: 0,tender_id,tender_country,tender_year,tender_title,tender_mainCpv,tender_cpvs,tender_procedureType,buyer_id,buyer_name,buyer_city,buyer_country,buyer_postcode,bidder_id,bidder_name,bidder_city,bidder_country,bidder_postcode,bid_price,bid_price_EUR,bid_price_currency,tender_estimatedPrice,tender_estimatedPrice_EUR,tender_estimatedPrice_currency,tender_finalPrice,tender_finalPrice_EUR,tender_finalPrice_currency,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_TAX_HAVEN,tender_three_Cpvs
66728,75175,118c989e-aa55-49ff-a46d-c7f3e1fb9f27,PL,2017.0,Dostawa silników UTD-20.,35421100.0,35421100,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_f4b21d44f18be87973652899173ae064cff8e3cfb1127ca2cf056c7bf9baa462,Konsorcjum: Lider – STV Polska Sp. z o.o.; Partner – STV Group a.s.,Katowice,PL,40-005,415900.0,415900.0,EUR,,,,415900.0,415900.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,354
68504,77090,31348215-5977-415f-a927-9b013ae55075,PL,2017.0,Dostawa taśm gąsienicowych z nakładkami gumowymi do pływającego transportera samobieżnego PTS-M.,35400000.0,35400000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_8a62d089c2a61398748c05f849e001ce63a9efd59bf29ee0a7b6afb7cae6e810,IMS-GRIFFIN Sp. z o.o.,Warszawa,PL,00-609,2212295.0,2212295.0,EUR,,,,2212295.0,2212295.0,EUR,100.0,0.0,0.0,,100.0,0.0,100.0,354
70556,79445,556e5683-7d51-4364-88bd-1f83a1999d8e,PL,2017.0,Dostawa LSO do KTO Rosomak – wersja bojowa oraz zestawów naprawczych LSO do KTO Rosomak – wersja bojowa.,35421000.0,35421000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_9fb2b7310491c92e1b118edec82c847c3a5e1c9f0dbefc9b22c178e14733501a,ROSOMAK S.A.,Siemianowice Ślaskie,PL,41-100,1042988.0,1042988.0,EUR,,,,942175.0,942175.0,EUR,100.0,0.0,0.0,100.0,100.0,0.0,100.0,354
70557,79446,556e5683-7d51-4364-88bd-1f83a1999d8e,PL,2017.0,Dostawa LSO do KTO Rosomak – wersja bojowa oraz zestawów naprawczych LSO do KTO Rosomak – wersja bojowa.,35421000.0,35421000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_9fb2b7310491c92e1b118edec82c847c3a5e1c9f0dbefc9b22c178e14733501a,ROSOMAK S.A.,Siemianowice Ślaskie,PL,41-100,115888.0,115888.0,EUR,,,,942175.0,942175.0,EUR,100.0,0.0,0.0,100.0,100.0,0.0,100.0,354
80812,90678,fd45bfe3-04e5-48f0-a2e0-7517d52cda26,PL,2017.0,Dostawa części zamiennych do pojazdów bojowych.,35422000.0,35422000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_af70a89cc0a2deac475ed9c175e18c0af4db722255b987533416fcdadea25ee8,Tank-Mot Przedsiębiorstwo Handlowo-Produkcyjne Import-Eksport,Poznań,PL,60-418,160543.0,160543.0,EUR,,,,195314.0,195314.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,354
80813,90679,fd45bfe3-04e5-48f0-a2e0-7517d52cda26,PL,2017.0,Dostawa części zamiennych do pojazdów bojowych.,35422000.0,35422000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,PL,00-957,21220.0,21220.0,EUR,,,,195314.0,195314.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,354
80814,90682,fd45bfe3-04e5-48f0-a2e0-7517d52cda26,PL,2017.0,Dostawa części zamiennych do pojazdów bojowych.,35422000.0,35422000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,PL,00-957,3977.0,3977.0,EUR,,,,195314.0,195314.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,354
80815,90683,fd45bfe3-04e5-48f0-a2e0-7517d52cda26,PL,2017.0,Dostawa części zamiennych do pojazdów bojowych.,35422000.0,35422000,OPEN,EU_body_6163592132660133dbbd8481120b91aa0118b0258a281ab537fda91b858e7384,3 Regionalna Baza Logistyczna,Kraków,PL,30-901,EU_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,PL,00-957,9573.0,9573.0,EUR,,,,195314.0,195314.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,354
83176,2537,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,,00-957,14000.0,3552.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
83177,2538,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_72b709d240b741e842088af5b6945c5c9b18a1ceeeb0b7833c1af68a84b0a757,Fabryka Broni Łucznik Radom sp. z o. o.,Radom,,26-600,12000.0,3045.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
83178,2539,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_2eb76ef66afb6affa457bdb122caa8e0cfd4c438191eed5ad61f5be563f1b537,R & D CONSULTING Przemysław Sztukiert,Ostrowiec Świętokrzyski,,27-400,16200.0,4111.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
83179,2540,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_72b709d240b741e842088af5b6945c5c9b18a1ceeeb0b7833c1af68a84b0a757,Fabryka Broni Łucznik Radom sp. z o. o.,Radom,,26-600,14000.0,3552.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
83180,2541,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,,00-957,13821.14,3507.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
83181,2542,127b1ea6-1f20-464f-9a44-2850dfea9194,PL,2011.0,Dostawa broni i amunicji,353200003.0,"353200003,353310003",OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,,00-957,1382.11,351.0,PLN,15447.15,3920.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
101979,22845,60d4910d-6f2f-4bf6-bfad-ab98548c6c20,PL,2011.0,Wykonanie robót dodatkowych w ramach zadania Budowa muszli koncertowej z przyłączami w Parku Miejskim im.Marszałka Józefa Piłsudskiego w Ostrowcu Świętokrzyskim.,357100004.0,357100004,NEGOTIATED_WITHOUT_PUBLICATION,PL_body_f483bc6d6f6bc1fab36f9389ad474bc2b86fa72ad966e9d4b2ed4a674701d583,Gmina Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski,,27-400,PL_body_ba6004316b56afe1872138d7cc598368ca963af72769890b07e47fe59789a61c,Firma Budowlana ANNA-BUD,Morawica,,26-026,6909.97,1714.0,PLN,5617.86,1394.0,PLN,,,,100.0,0.0,0.0,,0.0,0.0,,357
115028,36935,712b1cdd-4338-4315-8c4f-03a953a0fcd7,PL,2011.0,Dostawa broni,353200003.0,353200003,OPEN,PL_body_c5748a4f9faeb9d0e6d12387f46ed34427b680bfa9d03082781e3e5a22c5606b,Wyższa Szkoła Policji,Szczytno,,12-100,PL_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,,00-957,4000.0,1014.0,PLN,5398.37,1368.0,PLN,,,,100.0,100.0,0.0,100.0,100.0,0.0,,353
118584,40787,4abeb205-9ef4-4f2b-83d4-88fe798ed9b7,PL,2011.0,Zakup granatów hukowo-błyskowych typu NICO lub równoważnych,353313003.0,"353313003,353315008",OPEN,PL_body_bcb24667bf130570a7abb8c2c60c79c1414ae081f6e347ae6ca78fbaeaa11e5d,Komenda Główna Policji,Warszawa,,02-642,PL_body_fde10c205c2a999839cd882ba30e09600c9afa4b908897bd8f197a015eb20c24,Przedsiębiorstwo Handlowo-Usługowe IMS-GRIFFIN Sp. z o.o.,Warszawa,,00-609,53100.0,13533.0,PLN,47853.66,12196.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
118585,40788,4abeb205-9ef4-4f2b-83d4-88fe798ed9b7,PL,2011.0,Zakup granatów hukowo-błyskowych typu NICO lub równoważnych,353313003.0,"353313003,353315008",OPEN,PL_body_bcb24667bf130570a7abb8c2c60c79c1414ae081f6e347ae6ca78fbaeaa11e5d,Komenda Główna Policji,Warszawa,,02-642,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,7848.0,2000.0,PLN,47853.66,12196.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
118586,40789,4abeb205-9ef4-4f2b-83d4-88fe798ed9b7,PL,2011.0,Zakup granatów hukowo-błyskowych typu NICO lub równoważnych,353313003.0,"353313003,353315008",OPEN,PL_body_bcb24667bf130570a7abb8c2c60c79c1414ae081f6e347ae6ca78fbaeaa11e5d,Komenda Główna Policji,Warszawa,,02-642,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,12600.0,3211.0,PLN,47853.66,12196.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
118587,40790,4abeb205-9ef4-4f2b-83d4-88fe798ed9b7,PL,2011.0,Zakup granatów hukowo-błyskowych typu NICO lub równoważnych,353313003.0,"353313003,353315008",OPEN,PL_body_bcb24667bf130570a7abb8c2c60c79c1414ae081f6e347ae6ca78fbaeaa11e5d,Komenda Główna Policji,Warszawa,,02-642,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,47790.0,12180.0,PLN,47853.66,12196.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
123312,45964,a806c3a8-e964-4a87-8d1f-55e83b3fd197,PL,2011.0,"Zakup amunicji małokalibrowej kal: 9x19 mm Parabellum, 9x18 Makarow oraz 5,7x28 mm SS190- sprawa nr 32/Cut/11/MSz.",35330000.0,35330000,OPEN,EU_body_bc41db61813c3404990d177990fd3cc1441a05bc77ed987c5f4bf062d380ef14,Komenda Główna Policji Biuro Finansów,Warszawa,PL,02-672,EU_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,PL,00-957,691546.0,691546.0,EUR,,,,849267.0,849267.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,353
123313,45965,a806c3a8-e964-4a87-8d1f-55e83b3fd197,PL,2011.0,"Zakup amunicji małokalibrowej kal: 9x19 mm Parabellum, 9x18 Makarow oraz 5,7x28 mm SS190- sprawa nr 32/Cut/11/MSz.",35330000.0,35330000,OPEN,EU_body_bc41db61813c3404990d177990fd3cc1441a05bc77ed987c5f4bf062d380ef14,Komenda Główna Policji Biuro Finansów,Warszawa,PL,02-672,EU_body_86d6b6795348131068be59a3880994ddf55f999d42af3f599eb6eb00265912b1,Cenzin Sp. z o.o.,Warszawa,PL,00-957,157721.0,157721.0,EUR,,,,849267.0,849267.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,353
136835,60494,7e4b95da-a954-4707-9553-d6a313d5d7d8,PL,2011.0,Dostawa części zamiennych do pojazdów mechanicznych,354000008.0,"354000008,354200004",OPEN,PL_body_5c237ec8d2438dbf7de648e8e2ca42f08ea5ac8d2ebf58a9f0f5d2868b08af96,1 Okręgowe Warsztaty Techniczne,Grudziądz,,86-300,PL_body_45ade89147d25eed674e9712cf1aa331885460d8d751eb9587de65b1c6eca065,KRUCHMOT Piotr Kruszczyński,Bydgoszcz,,85-312,9291.42,2105.0,PLN,14527.24,3291.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,354
136836,60495,7e4b95da-a954-4707-9553-d6a313d5d7d8,PL,2011.0,Dostawa części zamiennych do pojazdów mechanicznych,354000008.0,"354000008,354200004",OPEN,PL_body_5c237ec8d2438dbf7de648e8e2ca42f08ea5ac8d2ebf58a9f0f5d2868b08af96,1 Okręgowe Warsztaty Techniczne,Grudziądz,,86-300,PL_body_96e12e04686bf72d9500ddd2052495cf4b1ed1c3ab9189d9ca9aa0d157c84a5d,Przedsiębiorstwo Handlowo - Usługowe STARKOP L. Kucharski,Starachowice,,27-200,15362.7,3480.0,PLN,14527.24,3291.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,354
137338,61028,822d6802-2cf2-4c23-bee1-20b03869aaef,PL,2011.0,"Dostawa 2 sztuk wolnych od wad konstrukcyjnych, materiałowych, wykonawczych i prawnych jednosilnikowych samolotów szkolno - treningowych dla Ośrodka Kształcenia Lotniczego Politechniki Rzeszowskiej.",35611500.0,35611500,OPEN,EU_body_50191e77f201271725e361617b369b74b85a074da538defebf11d4ff2cf9bd26,Politechnika Rzeszowska,Rzeszów,PL,35-959,EU_body_a6e178dbe03d8c17fcf42e296616111d6591479552a7497f0e36b359584817a3,JB INVESTMENTS Sp. z o.o.,Warszawa,PL,01-103,424913.0,424913.0,EUR,490914.0,490914.0,EUR,663122.0,663122.0,EUR,0.0,100.0,0.0,,100.0,0.0,100.0,356
137339,61029,822d6802-2cf2-4c23-bee1-20b03869aaef,PL,2011.0,"Dostawa 2 sztuk wolnych od wad konstrukcyjnych, materiałowych, wykonawczych i prawnych jednosilnikowych samolotów szkolno - treningowych dla Ośrodka Kształcenia Lotniczego Politechniki Rzeszowskiej.",35611500.0,35611500,OPEN,EU_body_50191e77f201271725e361617b369b74b85a074da538defebf11d4ff2cf9bd26,Politechnika Rzeszowska,Rzeszów,PL,35-959,EU_body_d0fd15efebc40ff2a499e8befc41381655cc770c541c3328cbfce48d376b1c04,MOTOR ENERGY SP. Z O.O.,WARSZAWA,PL,02-495,238209.0,238209.0,EUR,490914.0,490914.0,EUR,663122.0,663122.0,EUR,0.0,100.0,0.0,,100.0,0.0,100.0,356
137737,61443,acb7f571-f710-4372-a489-19d39fc2efcd,PL,2011.0,Budowa informatycznego systemu ewidencji i oceny zagrożeń wraz z procedurami reagowania w oparciu o projekt współfinansowany ze środków UE w ramach RPO WO 2007-2013 pod nazwą Poprawa bezpieczeństwa mieszkańców miasta Kędzierzyn-Koźle poprzez wdrożenie systemu ewidencji i oceny zagrożeń oraz procedur reagowania.,35710000.0,35710000,OPEN,EU_body_0d84b5b55097c9c672038ef02b8375cdab99dac914ccbff2d6a69221f749602c,Gmina Kędzierzyn-Koźle,Kędzierzyn-Koźle,PL,47-200,EU_body_109947b23166fbc12fd38c6de0c4ad10b5882cac320c8be1a0e293808c4a366a,"konsorcjum firm: Aplikom Sp. z o.o.; Cadexpert Sp. z o.o.; Agraf Sp. z o.o., lider: Aplikom Sp. z o.o.",Łódź,PL,94-104,632305.0,632305.0,EUR,,,,632305.0,632305.0,EUR,100.0,0.0,0.0,,100.0,100.0,100.0,357
143007,67086,e258c943-a26d-4288-b930-5ced8307bc37,PL,2011.0,Dostawa amunicji 600 000 szt. - 9 mm nb. Parabellum z pociskiem FMJ,353310003.0,353310003,OPEN,PL_body_e60828071439cad6ebbd52f7a4008283a4b20d2aefead54fad27de0d86309aa1,Zespół do Spraw Zamówień Publicznych Komendy Głównej Straży Granicznej,Warszawa,,00-463,PL_body_c9d5fc6ea41c6dd5a3cb13f1e34cad08310958945bb3f2e8fe510a2b398a0ce7,Przedsiębiorstwo Handlu Zagranicznego Cenzin Sp. z o.o. z siedzibą w Warszawie,Warszawa,,00-957,442800.0,109096.0,PLN,341463.39,84129.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,353
145012,69208,e3f076dd-bea4-4e56-bf7d-6927bbb6aa65,PL,2011.0,DOSTAWA UZBROJENIA - NR SPRAWY 3/KW/11,353211001.0,353211001,NEGOTIATED_WITHOUT_PUBLICATION,PL_body_4fedcf28d4808db2c33bb93ed4a33e8f292e74f25c7eb484b0f0d8d961950f11,Centralny Ośrodek Szkolenia Służby Więziennej w Kaliszu,Kalisz,,62-800,PL_body_b05adb4fbc9aa9f4683dc07f087ead70c2490c088ee456ffb07c5dd6f57870b5,"Konsorcjum: Bumar Sp. z o.o., Al. Jana Pawła II nr 11, 00-828 Warszawa oraz Fabryka Broni Łucznik - Radom Sp. z o.o., ul. 1905 Roku 1/9, 26-600 Radom",Warszawa,,00-828,374601.42,92728.0,PLN,304554.0,75388.0,PLN,,,,100.0,0.0,0.0,,0.0,0.0,,353
146810,71131,dabe6f51-9186-4900-896e-537d0e0c1f10,PL,2011.0,Przedmiotem zamówienia jest dostawa amunicji na potrzeby ABW,353310003.0,"353310003,246150008,353313003",OPEN,PL_body_a2aa2beabc487d84d712f9c1ebf044f636b41dbef73c166ff2f9aa155e39af53,Agencja Bezpieczeństwa Wewnętrznego Biuro Logistyki,Warszawa,,00-993,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,16078.95,3690.0,PLN,43902.44,10074.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
146811,71132,dabe6f51-9186-4900-896e-537d0e0c1f10,PL,2011.0,Przedmiotem zamówienia jest dostawa amunicji na potrzeby ABW,353310003.0,"353310003,246150008,353313003",OPEN,PL_body_a2aa2beabc487d84d712f9c1ebf044f636b41dbef73c166ff2f9aa155e39af53,Agencja Bezpieczeństwa Wewnętrznego Biuro Logistyki,Warszawa,,00-993,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,13872.43,3183.0,PLN,43902.44,10074.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
146812,71133,dabe6f51-9186-4900-896e-537d0e0c1f10,PL,2011.0,Przedmiotem zamówienia jest dostawa amunicji na potrzeby ABW,353310003.0,"353310003,246150008,353313003",OPEN,PL_body_a2aa2beabc487d84d712f9c1ebf044f636b41dbef73c166ff2f9aa155e39af53,Agencja Bezpieczeństwa Wewnętrznego Biuro Logistyki,Warszawa,,00-993,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,41469.7,9516.0,PLN,43902.44,10074.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
146813,71134,dabe6f51-9186-4900-896e-537d0e0c1f10,PL,2011.0,Przedmiotem zamówienia jest dostawa amunicji na potrzeby ABW,353310003.0,"353310003,246150008,353313003",OPEN,PL_body_a2aa2beabc487d84d712f9c1ebf044f636b41dbef73c166ff2f9aa155e39af53,Agencja Bezpieczeństwa Wewnętrznego Biuro Logistyki,Warszawa,,00-993,PL_body_e391a3c725383dd7f09667afc7d87e561861bbb7d9cda01b7eece04224a00daa,Cenrex Sp. z o.o.,Warszawa,,00-952,44060.37,10110.0,PLN,43902.44,10074.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
164481,90269,f62e0e14-e543-438e-93fd-915f2cf0a987,PL,2011.0,Amunicja strzelecka 6 mm,353300006.0,353300006,OPEN,PL_body_8f5130feb091f6d9ef3f453005e85ad64b543a8e2f85fbb48c97b434f331f4f2,"Wojskowy Klub Sportowy ""Zawisza"" - Sekcja Strzelecka",Bydgoszcz,,85-915,PL_body_31080b86f00a495801e36cc59b3a82b47ecd8669784620360041fd8d77acd08b,Towarzystwo Handlu Zagranicznego INCORSA Sp. z o.o.,Warszawa,,02-954,61549.2,15635.0,PLN,53658.54,13631.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,353
164949,90761,f5a0ff8e-348f-402c-a607-4270a1380940,PL,2011.0,Nabój pistoletowy kal. 5.7x28 mm,353300006.0,353300006,OPEN,PL_body_bcb24667bf130570a7abb8c2c60c79c1414ae081f6e347ae6ca78fbaeaa11e5d,Komenda Główna Policji,Warszawa,,02-642,PL_body_12184a9fbdc063fa9715ecbd7883095862e30bf5edfe3f899f500837eff63ac2,CENZIN Sp. z o.o.,Warszawa,,00-957,43911.0,9850.0,PLN,35700.0,8008.0,PLN,,,,100.0,100.0,0.0,100.0,100.0,0.0,,353
165852,91723,f669edc4-7606-4985-971a-0b461a718f98,PL,2011.0,Dostawa amunicji na potrzeby ABW,353310003.0,353310003,OPEN,PL_body_a2aa2beabc487d84d712f9c1ebf044f636b41dbef73c166ff2f9aa155e39af53,Agencja Bezpieczeństwa Wewnętrznego Biuro Logistyki,Warszawa,,00-993,PL_body_ce6a1f46316b06e228bf473135397d24166bc27ad08e0d4b007fc4688af49091,Ceznzin Sp. z o.o.,Warszawa,,00-957,393600.0,89832.0,PLN,288617.89,65872.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,353
166465,92401,fdc38bbf-b626-47d7-a601-ca63cf93872e,PL,2011.0,Dostawa części zamiennych do pojazdu TATRA 815,354000008.0,354000008,OPEN,PL_body_5c237ec8d2438dbf7de648e8e2ca42f08ea5ac8d2ebf58a9f0f5d2868b08af96,1 Okręgowe Warsztaty Techniczne,Grudziądz,,86-300,PL_body_df1760f62fbb5b73dd033300e57016c65fbc67ff3c602001a49c0d211c8903cd,Magazyn Centralny Centrum Sp. z o.o.,Warszawa,,04-128,52996.41,12122.0,PLN,79644.55,18217.0,PLN,,,,100.0,100.0,0.0,,100.0,100.0,,354
167103,93077,ff2e716c-f610-4d51-ac8d-0fd5330d83d8,PL,2011.0,Dostawa 9x19 mm nabojów pistoletowych typu Parabellum FMJ rok produkcji 2011,353315008.0,353315008,OPEN,PL_body_11017c19bcb8be41881058c8e3bca813e457e381bd842fd62457dd595642e290,Ministerstwo Sprawiedliwości Centralny Zarząd Służby Więziennej,Warszawa,,02-521,PL_body_e2d59934c819133118bcb3502911055b2a6c998ca4a38494d330e41d3e0c095d,IMS GRIFFIN Sp. z o.o.,Warszawa,,00-609,483000.0,121473.0,PLN,398374.0,100190.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
173123,99569,119f6746-b37c-467c-b3d7-8557fac2026d,PL,2011.0,Zakup naboi specjalnych kal. 12.,35331000.0,35331000,OPEN,EU_body_bc41db61813c3404990d177990fd3cc1441a05bc77ed987c5f4bf062d380ef14,Komenda Główna Policji Biuro Finansów,Warszawa,PL,02-672,EU_body_c14726bb475cd983ff4b73cb5585524a450061343251f9d7f7fb728151440666,Fabryka Amunicji Myśliwskiej Fam-Pionki Sp. z o.o.,Pionki,PL,26-670,254825.0,254825.0,EUR,256763.0,256763.0,EUR,254825.0,254825.0,EUR,100.0,100.0,0.0,100.0,100.0,0.0,100.0,353
174505,101030,2866336f-ba8d-44d5-838b-7e35949975be,PL,2011.0,Dostawa technicznych środków materiałowych do sprzętu służby uzbrojenia oraz stojaków trójnożnych do dalmierza laserowego dla Jednostki Wojskowej Nr 4101 w Lublińcu,353410006.0,"353410006,391511006",OPEN,PL_body_401c2d5cc64bc944a082e6187a5bb694f1949c36cf1efa41f219e92ac6959f0e,Jednostka Wojskowa Nr 4101,Lubliniec,,42-700,PL_body_fde10c205c2a999839cd882ba30e09600c9afa4b908897bd8f197a015eb20c24,Przedsiębiorstwo Handlowo-Usługowe IMS-GRIFFIN Sp. z o.o.,Warszawa,,00-609,90117.21,22651.0,PLN,73170.73,18392.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
174506,101031,2866336f-ba8d-44d5-838b-7e35949975be,PL,2011.0,Dostawa technicznych środków materiałowych do sprzętu służby uzbrojenia oraz stojaków trójnożnych do dalmierza laserowego dla Jednostki Wojskowej Nr 4101 w Lublińcu,353410006.0,"353410006,391511006",OPEN,PL_body_401c2d5cc64bc944a082e6187a5bb694f1949c36cf1efa41f219e92ac6959f0e,Jednostka Wojskowa Nr 4101,Lubliniec,,42-700,PL_body_ecc8e4ebef4e99097de82dcc9eccbbb26c2ec671502f3ade6c9e0a22a1707cb9,CENREX Sp. z o.o.,Warszawa,,00-952,69051.71,17356.0,PLN,73170.73,18392.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,353
179532,106474,07e89384-d595-4799-bfa8-b73cae3ef865,PL,2011.0,Dostawa małego zdalnie kierowanego pojazdu podwodnego (mini ROV) do inspekcji budowli i urządzeń hydrotechnicznych - zestaw,355124000.0,355124000,OPEN,PL_body_dd3ad69d53f2ccd79b24674705605787a51db9997972ddcf639286c112f19727,Instytut Meteorologii i Gospodarki Wodnej Państwowy Instytut Badawczy w Warszawie Ośrodek Technicznej Kontroli Zapór z Siedzibą w Katowicach,Katowice,,40-045,PL_body_1a4eada59929ef438ebe22d42f810a2c88577296b42b2168fab636e749562f1d,SCANTEK Sp. z o.o.,Gdańsk,,80-246,139800.0,34964.0,PLN,150000.0,37515.0,PLN,,,,100.0,100.0,0.0,,100.0,0.0,,355
